0.36561 0.24478 -2.7646
0.36561 0.24481 -2.7646
0.36561 0.24484 -2.7646
0.36561 0.24488 -2.7645
0.36561 0.24492 -2.7645
0.36561 0.24498 -2.7645
0.36561 0.24506 -2.7645
0.36561 0.24515 -2.7645
0.36561 0.24527 -2.7645
0.36561 0.24543 -2.7644
0.36561 0.24565 -2.7644
0.36561 0.24596 -2.7644
0.36561 0.24641 -2.7643
0.36561 0.24713 -2.7641
0.36561 0.24834 -2.7639
0.36561 0.25063 -2.7635
0.36561 0.25573 -2.7626
0.36561 0.27069 -2.7599
0.36561 0.33898 -2.7466
0.36561 0.59655 -2.6821
0.36561 0.7178 -2.6418
0.36561 0.74114 -2.6331
0.36561 0.74815 -2.6304
0.36561 0.75107 -2.6293
0.36561 0.75255 -2.6287
0.36561 0.75339 -2.6284
0.36561 0.75391 -2.6282
0.36561 0.75426 -2.6281
0.36561 0.75451 -2.628
0.36561 0.75468 -2.6279
0.36561 0.75481 -2.6279
0.36561 0.75492 -2.6278
0.36561 0.75499 -2.6278
0.36561 0.75506 -2.6278
0.36561 0.75511 -2.6278
0.36561 0.75515 -2.6277
0.36561 0.75518 -2.6277
0.36561 0.75521 -2.6277
0.36561 0.75524 -2.6277
0.36561 0.75526 -2.6277
0.36561 0.75528 -2.6277
0.36561 0.75529 -2.6277
0.36561 0.75531 -2.6277
0.36561 0.75532 -2.6277
0.36561 0.75533 -2.6277
0.36561 0.75534 -2.6277
0.36561 0.75535 -2.6277
0.36561 0.75535 -2.6277
0.36561 0.75536 -2.6277
0.36561 0.75537 -2.6277
0.36567 0.24478 -2.7645
0.36567 0.24481 -2.7645
0.36567 0.24484 -2.7645
0.36567 0.24488 -2.7645
0.36567 0.24492 -2.7645
0.36567 0.24498 -2.7645
0.36567 0.24506 -2.7645
0.36567 0.24515 -2.7645
0.36567 0.24527 -2.7645
0.36567 0.24543 -2.7644
0.36567 0.24565 -2.7644
0.36567 0.24596 -2.7643
0.36567 0.24641 -2.7643
0.36567 0.24713 -2.7641
0.36567 0.24834 -2.7639
0.36567 0.25063 -2.7635
0.36567 0.25573 -2.7626
0.36567 0.27069 -2.7599
0.36567 0.33898 -2.7466
0.36567 0.59655 -2.6821
0.36567 0.7178 -2.6418
0.36567 0.74114 -2.6331
0.36567 0.74815 -2.6305
0.36567 0.75107 -2.6294
0.36567 0.75255 -2.6288
0.36567 0.75339 -2.6285
0.36567 0.75391 -2.6283
0.36567 0.75426 -2.6281
0.36567 0.75451 -2.628
0.36567 0.75468 -2.628
0.36567 0.75481 -2.6279
